size,type,ms
53500,reverse,7.4
53500,almost,8.2
53600,random,11.8
53600,reverse,7.4
53600,almost,7.8
53700,random,12
53700,reverse,7.2
53700,almost,7.8
53800,random,12
53800,reverse,7.4
53800,almost,7.4
53900,random,12
53900,reverse,7.4
53900,almost,8
54000,random,12
54000,reverse,7.6
54000,almost,7.8
54100,random,12
54100,reverse,7.2
54100,almost,8
54200,random,12
54200,reverse,7.2
54200,almost,7.8
54300,random,11.8
54300,reverse,8.2
54300,almost,8
54400,random,12.2
54400,reverse,7
54400,almost,8
54500,random,12
54500,reverse,8
54500,almost,8
54600,random,12
54600,reverse,7.2
54600,almost,8
54700,random,12
54700,reverse,7.4
54700,almost,8
54800,random,12
54800,reverse,7.2
54800,almost,8
54900,random,12
54900,reverse,7.6
54900,almost,8.2
55000,random,12
55000,reverse,7.8
55000,almost,8
55100,random,12
55100,reverse,7.6
55100,almost,8
55200,random,12
55200,reverse,7.6
55200,almost,8
55300,random,13.2
55300,reverse,8
55300,almost,8
55400,random,12
55400,reverse,7.4
55400,almost,8
55500,random,12
55500,reverse,8
55500,almost,8
55600,random,12
55600,reverse,8
55600,almost,8
55700,random,12
55700,reverse,8
55700,almost,8
55800,random,12.2
55800,reverse,8
55800,almost,8
55900,random,12.2
55900,reverse,8
55900,almost,8
56000,random,12
56000,reverse,7.8
56000,almost,8
56100,random,12
56100,reverse,8
56100,almost,8
56200,random,12.2
56200,reverse,8
56200,almost,8
56300,random,12
56300,reverse,8
56300,almost,8
56400,random,12.2
56400,reverse,8
56400,almost,8
56500,random,12
56500,reverse,8
56500,almost,8
56600,random,12
56600,reverse,8
56600,almost,8
56700,random,12
56700,reverse,8
56700,almost,8
56800,random,12
56800,reverse,8
56800,almost,8
56900,random,12.2
56900,reverse,8
56900,almost,8
57000,random,12.2
57000,reverse,8
57000,almost,8
57100,random,12
57100,reverse,8
57100,almost,8
57200,random,12.2
57200,reverse,8
57200,almost,8
57300,random,12.2
57300,reverse,8
57300,almost,8
57400,random,12
57400,reverse,8
57400,almost,8
57500,random,12.2
57500,reverse,8
57500,almost,8
57600,random,12
57600,reverse,8
57600,almost,8
57700,random,12.2
57700,reverse,8
57700,almost,8
57800,random,12.4
57800,reverse,8
57800,almost,8
57900,random,12.6
57900,reverse,8.2
57900,almost,8.2
58000,random,12.8
58000,reverse,9
58000,almost,8
58100,random,13.6
58100,reverse,8
58100,almost,8
58200,random,12.4
58200,reverse,8
58200,almost,8
58300,random,12.4
58300,reverse,8.2
58300,almost,8
58400,random,12.6
58400,reverse,8
58400,almost,8
58500,random,12.4
58500,reverse,8
58500,almost,8
58600,random,12.6
58600,reverse,8
58600,almost,8
58700,random,12.6
58700,reverse,8
58700,almost,8
58800,random,13
58800,reverse,8
58800,almost,8
58900,random,12.6
58900,reverse,8
58900,almost,8
59000,random,13
59000,reverse,8
59000,almost,8.2
59100,random,12.6
59100,reverse,8
59100,almost,8
59200,random,12.6
59200,reverse,8
59200,almost,8
59300,random,12.8
59300,reverse,8.2
59300,almost,8
59400,random,13
59400,reverse,8
59400,almost,8
59500,random,13
59500,reverse,8.2
59500,almost,8.2
59600,random,12.8
59600,reverse,8
59600,almost,8
59700,random,12.8
59700,reverse,8
59700,almost,8
59800,random,13
59800,reverse,8
59800,almost,8
59900,random,13
59900,reverse,8.4
59900,almost,8
60000,random,13
60000,reverse,8
60000,almost,8.2
60100,random,13
60100,reverse,8.4
60100,almost,8.2
60200,random,13
60200,reverse,8
60200,almost,8
60300,random,13
60300,reverse,8
60300,almost,8.2
60400,random,13
60400,reverse,8
60400,almost,8
60500,random,13
60500,reverse,8
60500,almost,8
60600,random,13
60600,reverse,8
60600,almost,8.2
60700,random,13
60700,reverse,8.2
60700,almost,8.4
60800,random,13
60800,reverse,8
60800,almost,8
60900,random,13.2
60900,reverse,8.2
60900,almost,8
61000,random,13
61000,reverse,8.4
61000,almost,8.2
61100,random,13
61100,reverse,8.2
61100,almost,8.2
61200,random,13
61200,reverse,8
61200,almost,8.2
61300,random,13.2
61300,reverse,8.2
61300,almost,8.2
61400,random,13
61400,reverse,8
61400,almost,8
61500,random,13
61500,reverse,8.4
61500,almost,8.6
61600,random,13
61600,reverse,8.2
61600,almost,8
61700,random,13
61700,reverse,8
61700,almost,8.2
61800,random,13
61800,reverse,8
61800,almost,8.4
61900,random,13
61900,reverse,8.6
61900,almost,8.6
62000,random,13
62000,reverse,8
62000,almost,8.2
62100,random,13
62100,reverse,8
62100,almost,8.2
62200,random,13.4
62200,reverse,8
62200,almost,8.4
62300,random,13
62300,reverse,8.6
62300,almost,8.4
62400,random,13.4
62400,reverse,8.4
62400,almost,8.8
62500,random,13
62500,reverse,8.4
62500,almost,8.6
62600,random,13
62600,reverse,8.2
62600,almost,8.2
62700,random,13.4
62700,reverse,8.4
62700,almost,8.6
62800,random,13.2
62800,reverse,8.6
62800,almost,8.6
62900,random,13.6
62900,reverse,9
62900,almost,8.8
63000,random,13.6
63000,reverse,8.4
63000,almost,8.8
63100,random,13.6
63100,reverse,8.4
63100,almost,8.6
63200,random,13.2
63200,reverse,8.4
63200,almost,8.6
63300,random,13.4
63300,reverse,8.4
63300,almost,8.8
63400,random,13.6
63400,reverse,8.6
63400,almost,8.8
63500,random,13.4
63500,reverse,8.8
63500,almost,8.6
63600,random,13.6
63600,reverse,8.6
63600,almost,8.6
63700,random,13.8
63700,reverse,9
63700,almost,8.8
63800,random,13.6
63800,reverse,8.8
63800,almost,8.6
63900,random,13.6
63900,reverse,9
63900,almost,8.8
64000,random,13.4
64000,reverse,9
64000,almost,8.8
64100,random,13.8
64100,reverse,9
64100,almost,9
64200,random,13.4
64200,reverse,8.8
64200,almost,9
64300,random,13.8
64300,reverse,8.8
64300,almost,9
64400,random,13.6
64400,reverse,9
64400,almost,9
64500,random,13.6
64500,reverse,9
64500,almost,9
64600,random,14
64600,reverse,8.8
64600,almost,9
64700,random,14
64700,reverse,9
64700,almost,9
64800,random,13.8
64800,reverse,9
64800,almost,9
64900,random,14.2
64900,reverse,9
64900,almost,9
65000,random,14
65000,reverse,9
65000,almost,9
65100,random,13.8
65100,reverse,9
65100,almost,9
65200,random,14
65200,reverse,9
65200,almost,9
65300,random,14
65300,reverse,9
65300,almost,9
65400,random,14.2
65400,reverse,9.8
65400,almost,9.2
65500,random,17.2
65500,reverse,9.2
65500,almost,9
65600,random,14.2
65600,reverse,9
65600,almost,9
65700,random,14
65700,reverse,9
65700,almost,9.2
65800,random,14
65800,reverse,9
65800,almost,9
65900,random,14.4
65900,reverse,9
65900,almost,9
66000,random,14.2
66000,reverse,9
66000,almost,9
66100,random,14.4
66100,reverse,9
66100,almost,9
66200,random,14
66200,reverse,9
66200,almost,9
66300,random,14.4
66300,reverse,9
66300,almost,9
66400,random,15.2
66400,reverse,9.2
66400,almost,9
66500,random,14.2
66500,reverse,9
66500,almost,9
66600,random,15.4
66600,reverse,9.2
66600,almost,9
66700,random,14.4
66700,reverse,9
66700,almost,9.4
66800,random,14.8
66800,reverse,9.4
66800,almost,9.4
66900,random,14.8
66900,reverse,10
66900,almost,9.4
67000,random,14.6
67000,reverse,9.2
67000,almost,10.4
67100,random,14.8
67100,reverse,9.4
67100,almost,9.4
67200,random,14.6
67200,reverse,9.2
67200,almost,9.4
67300,random,14.8
67300,reverse,9.2
67300,almost,9.2
67400,random,14.6
67400,reverse,9.4
67400,almost,9.6
67500,random,14.6
67500,reverse,9.2
67500,almost,9.6
67600,random,14.8
67600,reverse,9.6
67600,almost,9.8
67700,random,14.6
67700,reverse,9.2
67700,almost,9.4
67800,random,15
67800,reverse,9.4
67800,almost,9.6
67900,random,14.8
67900,reverse,9.4
67900,almost,9
68000,random,15
68000,reverse,9.6
68000,almost,9.8
68100,random,15
68100,reverse,9.6
68100,almost,9.4
68200,random,15.2
68200,reverse,10
68200,almost,9
68300,random,15
68300,reverse,9.4
68300,almost,9.4
68400,random,15
68400,reverse,9.6
68400,almost,9.8
68500,random,15.2
68500,reverse,10
68500,almost,9.6
68600,random,15.2
68600,reverse,9.6
68600,almost,9.6
68700,random,15
68700,reverse,9.8
68700,almost,9.6
68800,random,15.2
68800,reverse,9.4
68800,almost,9.6
68900,random,15
68900,reverse,9.6
68900,almost,10
69000,random,15
69000,reverse,10
69000,almost,9.6
69100,random,15
69100,reverse,9.8
69100,almost,10
69200,random,15
69200,reverse,10
69200,almost,10
69300,random,15.2
69300,reverse,10
69300,almost,10
69400,random,15
69400,reverse,10
69400,almost,10
69500,random,15.4
69500,reverse,10
69500,almost,10
69600,random,15
69600,reverse,9.8
69600,almost,10
69700,random,15.2
69700,reverse,10
69700,almost,10
69800,random,15
69800,reverse,10
69800,almost,10.2
69900,random,15
69900,reverse,10
69900,almost,10
70000,random,15
70000,reverse,10
70000,almost,10
70100,random,15
70100,reverse,10
70100,almost,10
70200,random,15
70200,reverse,10
70200,almost,10
70300,random,15
70300,reverse,10
70300,almost,10
70400,random,15.6
70400,reverse,10
70400,almost,10
70500,random,15
70500,reverse,10
70500,almost,10
70600,random,15.4
70600,reverse,10.2
70600,almost,10
70700,random,15
70700,reverse,11
70700,almost,10
70800,random,15.4
70800,reverse,10
70800,almost,10
70900,random,15.6
70900,reverse,10.4
70900,almost,10
71000,random,15.6
71000,reverse,10
71000,almost,10
71100,random,15.2
71100,reverse,10
71100,almost,10
71200,random,15
71200,reverse,10
71200,almost,10
71300,random,15.6
71300,reverse,10
71300,almost,10
71400,random,15.4
71400,reverse,10
71400,almost,10
71500,random,15.8
71500,reverse,10
71500,almost,10
71600,random,15.4
71600,reverse,10
71600,almost,10
71700,random,15.8
71700,reverse,10
71700,almost,10.2
71800,random,15.8
71800,reverse,10
71800,almost,10.2
71900,random,15.2
71900,reverse,10
71900,almost,10
72000,random,15.6
72000,reverse,10
72000,almost,10
72100,random,16
72100,reverse,10
72100,almost,10
72200,random,15.4
72200,reverse,10
72200,almost,10
72300,random,18.6
72300,reverse,10.4
72300,almost,10
72400,random,16
72400,reverse,10
72400,almost,10
72500,random,16.2
72500,reverse,10
72500,almost,10
72600,random,15.6
72600,reverse,10
72600,almost,10
72700,random,15.8
72700,reverse,10
72700,almost,10
72800,random,16.2
72800,reverse,10.6
72800,almost,10
72900,random,16
72900,reverse,10.2
72900,almost,10.2
73000,random,16
73000,reverse,10
73000,almost,10.2
73100,random,16
73100,reverse,10
73100,almost,10.2
73200,random,15.8
73200,reverse,10.2
73200,almost,10
73300,random,16
73300,reverse,10
73300,almost,10.2
73400,random,16.4
73400,reverse,10.4
73400,almost,10.2
73500,random,16
73500,reverse,10.2
73500,almost,10
73600,random,15.8
73600,reverse,10
73600,almost,10
73700,random,16
73700,reverse,10
73700,almost,10
73800,random,16
73800,reverse,10.2
73800,almost,10
73900,random,16
73900,reverse,10
73900,almost,10
74000,random,16
74000,reverse,10
74000,almost,10.2
74100,random,16
74100,reverse,10
74100,almost,10
74200,random,16.2
74200,reverse,10
74200,almost,10
74300,random,16
74300,reverse,10
74300,almost,10.2
74400,random,16
74400,reverse,10
74400,almost,10
74500,random,16
74500,reverse,10
74500,almost,10.2
74600,random,16
74600,reverse,10.4
74600,almost,10
74700,random,16
74700,reverse,10.4
74700,almost,10
74800,random,16
74800,reverse,10
74800,almost,10
74900,random,16.6
74900,reverse,10.2
74900,almost,10.2
75000,random,16.2
75000,reverse,10
75000,almost,10.2
75100,random,16.2
75100,reverse,10.6
75100,almost,10.4
75200,random,16
75200,reverse,10.2
75200,almost,10.2
75300,random,16
75300,reverse,10
75300,almost,10.4
75400,random,16.2
75400,reverse,10.2
75400,almost,10.4
75500,random,16
75500,reverse,10.6
75500,almost,10
75600,random,16.8
75600,reverse,10.4
75600,almost,10
75700,random,16.4
75700,reverse,10
75700,almost,10.2
75800,random,16
75800,reverse,10
75800,almost,10
75900,random,16
75900,reverse,10.2
75900,almost,10
76000,random,16.6
76000,reverse,10.2
76000,almost,10.2
76100,random,16
76100,reverse,10.6
76100,almost,10.2
76200,random,16.6
76200,reverse,10.2
76200,almost,10.2
76300,random,16.2
76300,reverse,10.6
76300,almost,10.8
76400,random,16.4
76400,reverse,10.8
76400,almost,10.4
76500,random,16.4
76500,reverse,10.2
76500,almost,10
76600,random,16.2
76600,reverse,10.6
76600,almost,10.2
76700,random,16.8
76700,reverse,10.6
76700,almost,10.2
76800,random,16
76800,reverse,10.4
76800,almost,10.4
76900,random,16.2
76900,reverse,10.8
76900,almost,10.4
77000,random,17.2
77000,reverse,10.8
77000,almost,10.2
77100,random,16.4
77100,reverse,10.8
77100,almost,10.4
77200,random,17.4
77200,reverse,10.8
77200,almost,10.4
77300,random,17
77300,reverse,11
77300,almost,10.2
77400,random,16.8
77400,reverse,11
77400,almost,10.6
77500,random,16.4
77500,reverse,11
77500,almost,10.6
77600,random,16.8
77600,reverse,11.4
77600,almost,10.8
77700,random,16.6
77700,reverse,11.2
77700,almost,10.4
77800,random,16.6
77800,reverse,11
77800,almost,10.4
77900,random,17
77900,reverse,11
77900,almost,10.6
78000,random,17
78000,reverse,11
78000,almost,10.4
78100,random,17
78100,reverse,11.2
78100,almost,10.6
78200,random,17
78200,reverse,11.2
78200,almost,10.4
78300,random,17
78300,reverse,11
78300,almost,11.2
78400,random,16.8
78400,reverse,11
78400,almost,10.6
78500,random,17
78500,reverse,11
78500,almost,10.8
78600,random,17
78600,reverse,11.2
78600,almost,11
78700,random,17
78700,reverse,11
78700,almost,11
78800,random,17
78800,reverse,11
78800,almost,10.4
78900,random,17
78900,reverse,11
78900,almost,11
79000,random,17
79000,reverse,11
79000,almost,10.6
79100,random,17
79100,reverse,11.2
79100,almost,11
79200,random,17.2
79200,reverse,11
79200,almost,11
79300,random,17.2
79300,reverse,11
79300,almost,10.8
79400,random,17.2
79400,reverse,11
79400,almost,11
79500,random,17
79500,reverse,11
79500,almost,11
79600,random,17
79600,reverse,11.2
79600,almost,11
79700,random,17.2
79700,reverse,11
79700,almost,11
79800,random,17
79800,reverse,11
79800,almost,11
79900,random,17.6
79900,reverse,11
79900,almost,11
80000,random,17
80000,reverse,11
80000,almost,11
80100,random,17
80100,reverse,11.2
80100,almost,11
80200,random,17.4
80200,reverse,11
80200,almost,11
80300,random,17
80300,reverse,11
80300,almost,11
80400,random,17
80400,reverse,11
80400,almost,11
80500,random,17
80500,reverse,11.2
80500,almost,11
80600,random,17.2
80600,reverse,11
80600,almost,11
80700,random,17.6
80700,reverse,11
80700,almost,11
80800,random,17.2
80800,reverse,11
80800,almost,11
80900,random,17.4
80900,reverse,11
80900,almost,11
81000,random,17.4
81000,reverse,11
81000,almost,11
81100,random,17.2
81100,reverse,11
81100,almost,11
81200,random,17.2
81200,reverse,11.4
81200,almost,11
81300,random,17.4
81300,reverse,11
81300,almost,11
81400,random,17.2
81400,reverse,11.4
81400,almost,11
81500,random,17.6
81500,reverse,11
81500,almost,11
81600,random,17.6
81600,reverse,11
81600,almost,11.4
81700,random,17.6
81700,reverse,11
81700,almost,11
81800,random,17.4
81800,reverse,11
81800,almost,11
81900,random,17.2
81900,reverse,11.2
81900,almost,11
82000,random,17.4
82000,reverse,11
82000,almost,11.2
82100,random,17.8
82100,reverse,11.4
82100,almost,11.2
82200,random,17.2
82200,reverse,11.2
82200,almost,11
82300,random,18
82300,reverse,11.4
82300,almost,11
82400,random,18
82400,reverse,11.8
82400,almost,11.2
82500,random,18
82500,reverse,12
82500,almost,11
82600,random,18.2
82600,reverse,11.8
82600,almost,11.8
82700,random,18
82700,reverse,12
82700,almost,11.6
82800,random,18.4
82800,reverse,12
82800,almost,11.8
82900,random,18.2
82900,reverse,12
82900,almost,12
83000,random,20.2
83000,reverse,12
83000,almost,12
83100,random,18.2
83100,reverse,12
83100,almost,12
83200,random,18.8
83200,reverse,12
83200,almost,12.4
83300,random,18.8
83300,reverse,12
83300,almost,12
83400,random,18.6
83400,reverse,12.2
83400,almost,12.2
83500,random,18.8
83500,reverse,12.4
83500,almost,12.2
83600,random,19
83600,reverse,12
83600,almost,12
83700,random,19
83700,reverse,12.2
83700,almost,12.2
83800,random,19
83800,reverse,12.4
83800,almost,12.2
83900,random,19.2
83900,reverse,12
83900,almost,13
84000,random,19
84000,reverse,12
84000,almost,12.8
84100,random,19
84100,reverse,12.4
84100,almost,13
84200,random,19
84200,reverse,12.4
84200,almost,13
84300,random,19.8
84300,reverse,12.8
84300,almost,13.2
84400,random,20
84400,reverse,12.8
84400,almost,13
84500,random,19.6
84500,reverse,13
84500,almost,13.2
84600,random,19.8
84600,reverse,13.2
84600,almost,13.2
84700,random,20
84700,reverse,13
84700,almost,13.4
84800,random,20
84800,reverse,13
84800,almost,13
84900,random,20
84900,reverse,13
84900,almost,13.2
85000,random,20
85000,reverse,13
85000,almost,13.4
85100,random,20
85100,reverse,13
85100,almost,13.6
85200,random,20.2
85200,reverse,13.2
85200,almost,13.4
85300,random,20
85300,reverse,13
85300,almost,13.8
85400,random,20.2
85400,reverse,13.4
85400,almost,14
85500,random,20.2
85500,reverse,13.2
85500,almost,14
85600,random,20.8
85600,reverse,13.2
85600,almost,14
85700,random,21.4
85700,reverse,13.4
85700,almost,14
85800,random,20.8
85800,reverse,13.6
85800,almost,14
85900,random,20.6
85900,reverse,14
85900,almost,14.2
86000,random,21
86000,reverse,14.2
86000,almost,14.2
86100,random,21
86100,reverse,14
86100,almost,14.2
86200,random,20.8
86200,reverse,13.8
86200,almost,14.2
86300,random,22.6
86300,reverse,13.8
86300,almost,14.4
86400,random,21
86400,reverse,14
86400,almost,14.2
86500,random,21.2
86500,reverse,13.8
86500,almost,14.2
86600,random,21
86600,reverse,13.6
86600,almost,14.4
86700,random,20.8
86700,reverse,14
86700,almost,14.4
86800,random,21.4
86800,reverse,13.8
86800,almost,14.6
86900,random,21
86900,reverse,13.8
86900,almost,14.4
87000,random,21.2
87000,reverse,14
87000,almost,14.4
87100,random,21
87100,reverse,14
87100,almost,14.8
87200,random,21.2
87200,reverse,14
87200,almost,14.4
87300,random,21
87300,reverse,14
87300,almost,14.4
87400,random,21
87400,reverse,14
87400,almost,14
87500,random,21
87500,reverse,14.2
87500,almost,14.2
87600,random,21
87600,reverse,14
87600,almost,14.2
87700,random,21.2
87700,reverse,14
87700,almost,14
87800,random,21
87800,reverse,14
87800,almost,14.2
87900,random,21.2
87900,reverse,14.2
87900,almost,14.4
88000,random,21.2
88000,reverse,14
88000,almost,14.6
88100,random,21
88100,reverse,14
88100,almost,14.2
88200,random,21
88200,reverse,14
88200,almost,14.6
88300,random,21.4
88300,reverse,14
88300,almost,14.8
88400,random,21.2
88400,reverse,14
88400,almost,14.4
88500,random,21
88500,reverse,14
88500,almost,14.8
88600,random,21
88600,reverse,14.2
88600,almost,14.8
88700,random,21.4
88700,reverse,14
88700,almost,14.4
88800,random,21.2
88800,reverse,14
88800,almost,14.6
88900,random,21.2
88900,reverse,14
88900,almost,14.8
89000,random,21
89000,reverse,14
89000,almost,14.8
89100,random,21.4
89100,reverse,14
89100,almost,15.2
89200,random,21.2
89200,reverse,14
89200,almost,14.8
89300,random,21.4
89300,reverse,14
89300,almost,14.4
89400,random,21.8
89400,reverse,14
89400,almost,15
89500,random,21.8
89500,reverse,14
89500,almost,14.8
89600,random,21.4
89600,reverse,14
89600,almost,15
89700,random,21
89700,reverse,14
89700,almost,15
89800,random,21.6
89800,reverse,14
89800,almost,15.2
89900,random,21.2
89900,reverse,14.2
89900,almost,14.8
90000,random,21.6
90000,reverse,14
90000,almost,15
90100,random,21.4
90100,reverse,14.2
90100,almost,15
90200,random,21.6
90200,reverse,14
90200,almost,15.2
90300,random,21.6
90300,reverse,14
90300,almost,15
90400,random,21.6
90400,reverse,14
90400,almost,15
90500,random,21.8
90500,reverse,14
90500,almost,15.2
90600,random,21.6
90600,reverse,14
90600,almost,15
90700,random,21.4
90700,reverse,14.2
90700,almost,15
90800,random,21.6
90800,reverse,14
90800,almost,15.2
90900,random,22
90900,reverse,14
90900,almost,15.6
91000,random,22.2
91000,reverse,14.2
91000,almost,15.2
91100,random,21.6
91100,reverse,14.2
91100,almost,16
91200,random,21.6
91200,reverse,14
91200,almost,15
91300,random,21.6
91300,reverse,14
91300,almost,15
91400,random,21.8
91400,reverse,14.4
91400,almost,15
91500,random,22
91500,reverse,14
91500,almost,15
91600,random,22
91600,reverse,14
91600,almost,15
91700,random,22
91700,reverse,14.4
91700,almost,15.2
91800,random,22.2
91800,reverse,14
91800,almost,17
91900,random,22
91900,reverse,14
91900,almost,15.2
92000,random,22
92000,reverse,15.4
92000,almost,15
92100,random,22
92100,reverse,14.2
92100,almost,15
92200,random,22.4
92200,reverse,14
92200,almost,15
92300,random,22
92300,reverse,14.2
92300,almost,15
92400,random,22.2
92400,reverse,14
92400,almost,15
92500,random,22
92500,reverse,14
92500,almost,15
92600,random,22
92600,reverse,14
92600,almost,15
92700,random,22
92700,reverse,14.4
92700,almost,15
92800,random,22
92800,reverse,14.2
92800,almost,15.8
92900,random,22
92900,reverse,14.4
92900,almost,15
93000,random,22
93000,reverse,14.4
93000,almost,15.2
93100,random,22.2
93100,reverse,14.4
93100,almost,15.6
93200,random,22.8
93200,reverse,14.4
93200,almost,15.2
93300,random,22
93300,reverse,14.2
93300,almost,15.2
93400,random,22.2
93400,reverse,14.4
93400,almost,15
93500,random,22.4
93500,reverse,14.4
93500,almost,15
93600,random,22
93600,reverse,14.4
93600,almost,15
93700,random,22
93700,reverse,14.4
93700,almost,15.2
93800,random,22.4
93800,reverse,14
93800,almost,15
93900,random,22.2
93900,reverse,14.4
93900,almost,15.2
94000,random,22.2
94000,reverse,14.6
94000,almost,15.2
94100,random,22.4
94100,reverse,14.8
94100,almost,15
94200,random,22
94200,reverse,14.2
94200,almost,15.2
94300,random,22
94300,reverse,14.8
94300,almost,15.2
94400,random,22
94400,reverse,14.4
94400,almost,15
94500,random,22.6
94500,reverse,14.6
94500,almost,15.2
94600,random,22
94600,reverse,14.8
94600,almost,15
94700,random,22.2
94700,reverse,14.8
94700,almost,15.2
94800,random,22.2
94800,reverse,14.4
94800,almost,15.2
94900,random,22.6
94900,reverse,14.8
94900,almost,15.2
95000,random,22.8
95000,reverse,14.8
95000,almost,15.6
95100,random,22.4
95100,reverse,15
95100,almost,15.6
95200,random,22.4
95200,reverse,15
95200,almost,15.4
95300,random,22.4
95300,reverse,14.6
95300,almost,15
95400,random,22.2
95400,reverse,14.6
95400,almost,15.2
95500,random,22.8
95500,reverse,15.2
95500,almost,15.2
95600,random,22.4
95600,reverse,14.8
95600,almost,15.2
95700,random,22.8
95700,reverse,15
95700,almost,15.2
95800,random,22.6
95800,reverse,14.8
95800,almost,15.8
95900,random,22.8
95900,reverse,15
95900,almost,15.4
96000,random,22.8
96000,reverse,15.2
96000,almost,15.6
96100,random,23
96100,reverse,15
96100,almost,15.2
96200,random,22.8
96200,reverse,15
96200,almost,15.6
96300,random,22.8
96300,reverse,15
96300,almost,15.2
96400,random,22.8
96400,reverse,15
96400,almost,15.6
96500,random,22.8
96500,reverse,15
96500,almost,15.2
96600,random,23.2
96600,reverse,15.2
96600,almost,15.4
96700,random,23
96700,reverse,15
96700,almost,15.6
96800,random,23
96800,reverse,15.6
96800,almost,15.2
96900,random,23
96900,reverse,15.2
96900,almost,15.6
97000,random,23
97000,reverse,16.2
97000,almost,15.4
97100,random,23
97100,reverse,15
97100,almost,15.6
97200,random,23
97200,reverse,16.6
97200,almost,15.6
97300,random,23
97300,reverse,15
97300,almost,15.4
97400,random,23
97400,reverse,15
97400,almost,15.6
97500,random,23
97500,reverse,15
97500,almost,15.6
97600,random,23
97600,reverse,15
97600,almost,15.8
97700,random,23.4
97700,reverse,15
97700,almost,15.6
97800,random,23
97800,reverse,15
97800,almost,18.2
97900,random,23.6
97900,reverse,15
97900,almost,15.6
98000,random,23.2
98000,reverse,15.2
98000,almost,16
98100,random,23
98100,reverse,15
98100,almost,15.8
98200,random,23
98200,reverse,15.8
98200,almost,15.4
98300,random,23
98300,reverse,15
98300,almost,15.8
98400,random,23.4
98400,reverse,15.4
98400,almost,16
98500,random,23
98500,reverse,15
98500,almost,15.8
98600,random,23.2
98600,reverse,15
98600,almost,15.8
98700,random,23
98700,reverse,15
98700,almost,15.6
98800,random,23.4
98800,reverse,15
98800,almost,16
98900,random,23
98900,reverse,15
98900,almost,16
99000,random,23
99000,reverse,15.2
99000,almost,16
99100,random,23.2
99100,reverse,15
99100,almost,15.4
99200,random,23.2
99200,reverse,15.2
99200,almost,15.8
99300,random,23.4
99300,reverse,15
99300,almost,16
99400,random,23
99400,reverse,15
99400,almost,16
99500,random,23
99500,reverse,15
99500,almost,15.8
99600,random,23.4
99600,reverse,15
99600,almost,16.6
99700,random,24
99700,reverse,15.2
99700,almost,16
99800,random,24.4
99800,reverse,15.8
99800,almost,15.8
99900,random,23.4
99900,reverse,15
99900,almost,16
100000,random,23.6
100000,reverse,15.4
100000,almost,15.8
