size,type,ms
53200,reverse,20
53200,almost,20.2
53300,random,24
53300,reverse,19.8
53300,almost,20
53400,random,25.8
53400,reverse,21.4
53400,almost,20
53500,random,24.2
53500,reverse,21
53500,almost,21.8
53600,random,24.6
53600,reverse,19.8
53600,almost,20.6
53700,random,24.4
53700,reverse,22
53700,almost,21
53800,random,25
53800,reverse,20.2
53800,almost,20
53900,random,24.8
53900,reverse,20.8
53900,almost,21
54000,random,25.2
54000,reverse,21
54000,almost,22.4
54100,random,26.2
54100,reverse,20
54100,almost,20.4
54200,random,24.6
54200,reverse,20
54200,almost,20.4
54300,random,25.2
54300,reverse,21.8
54300,almost,23.2
54400,random,27
54400,reverse,21.6
54400,almost,22
54500,random,24.6
54500,reverse,20.2
54500,almost,22.2
54600,random,25.2
54600,reverse,20.2
54600,almost,21
54700,random,25
54700,reverse,20
54700,almost,20.8
54800,random,24.4
54800,reverse,20.2
54800,almost,21.2
54900,random,25.2
54900,reverse,20.8
54900,almost,21.2
55000,random,25.2
55000,reverse,20.2
55000,almost,20.8
55100,random,28.2
55100,reverse,21.8
55100,almost,21.8
55200,random,25
55200,reverse,20.8
55200,almost,21.4
55300,random,26
55300,reverse,20.8
55300,almost,24.4
55400,random,26.6
55400,reverse,21.6
55400,almost,22.8
55500,random,31
55500,reverse,22.8
55500,almost,21.8
55600,random,26.2
55600,reverse,21.2
55600,almost,21.8
55700,random,31.6
55700,reverse,22.2
55700,almost,22.2
55800,random,26.8
55800,reverse,28.6
55800,almost,24.2
55900,random,27
55900,reverse,22
55900,almost,27
56000,random,28.4
56000,reverse,21.8
56000,almost,22.6
56100,random,26.2
56100,reverse,24
56100,almost,22.6
56200,random,26.4
56200,reverse,21.4
56200,almost,23.4
56300,random,27.2
56300,reverse,22.6
56300,almost,23.2
56400,random,26.8
56400,reverse,24.6
56400,almost,22.8
56500,random,27
56500,reverse,21.8
56500,almost,24
56600,random,26.6
56600,reverse,22
56600,almost,23.4
56700,random,26.2
56700,reverse,21.8
56700,almost,22
56800,random,26.2
56800,reverse,21.2
56800,almost,22.6
56900,random,26.4
56900,reverse,21.8
56900,almost,22.4
57000,random,26
57000,reverse,21.2
57000,almost,25.6
57100,random,26.8
57100,reverse,21.2
57100,almost,21.8
57200,random,26
57200,reverse,21.4
57200,almost,21.8
57300,random,26
57300,reverse,21.4
57300,almost,21.8
57400,random,26.2
57400,reverse,21.2
57400,almost,22
57500,random,26
57500,reverse,21.2
57500,almost,23.6
57600,random,26
57600,reverse,21.4
57600,almost,22
57700,random,26
57700,reverse,21.4
57700,almost,22.4
57800,random,26.6
57800,reverse,21.6
57800,almost,22.6
57900,random,26.6
57900,reverse,21.4
57900,almost,23.8
58000,random,27.6
58000,reverse,21.4
58000,almost,22
58100,random,26
58100,reverse,21.6
58100,almost,22
58200,random,26
58200,reverse,21.2
58200,almost,22
58300,random,26.4
58300,reverse,21.4
58300,almost,22.2
58400,random,26.2
58400,reverse,21.2
58400,almost,22.2
58500,random,26.4
58500,reverse,21.6
58500,almost,22.4
58600,random,26.6
58600,reverse,21.6
58600,almost,22.4
58700,random,26.6
58700,reverse,21.4
58700,almost,22.2
58800,random,26.4
58800,reverse,21.6
58800,almost,22.6
58900,random,27
58900,reverse,21.6
58900,almost,22.2
59000,random,26.2
59000,reverse,22
59000,almost,22.2
59100,random,26.6
59100,reverse,21.4
59100,almost,22.2
59200,random,26.6
59200,reverse,22.2
59200,almost,22.6
59300,random,27
59300,reverse,22.6
59300,almost,23.2
59400,random,28.2
59400,reverse,23
59400,almost,24.2
59500,random,27.8
59500,reverse,23
59500,almost,27.4
59600,random,27.8
59600,reverse,22.2
59600,almost,23.4
59700,random,28.6
59700,reverse,23
59700,almost,23.8
59800,random,27.8
59800,reverse,24.6
59800,almost,22.4
59900,random,26.6
59900,reverse,21.8
59900,almost,22
60000,random,26.8
60000,reverse,23.2
60000,almost,22.6
60100,random,27
60100,reverse,22
60100,almost,24.6
60200,random,27.4
60200,reverse,22.8
60200,almost,22.6
60300,random,28.4
60300,reverse,23
60300,almost,22.6
60400,random,27
60400,reverse,22.8
60400,almost,22.8
60500,random,26.8
60500,reverse,23.8
60500,almost,22.6
60600,random,27.4
60600,reverse,22.2
60600,almost,23
60700,random,27.2
60700,reverse,22
60700,almost,23
60800,random,27.2
60800,reverse,22.2
60800,almost,23.2
60900,random,28
60900,reverse,22.8
60900,almost,23
61000,random,28
61000,reverse,23
61000,almost,23.6
61100,random,27.2
61100,reverse,22.4
61100,almost,23
61200,random,27.4
61200,reverse,23
61200,almost,23.2
61300,random,27
61300,reverse,22.2
61300,almost,23
61400,random,28
61400,reverse,23.4
61400,almost,23.4
61500,random,27.6
61500,reverse,24.6
61500,almost,23.6
61600,random,27.8
61600,reverse,22.8
61600,almost,23.2
61700,random,27.6
61700,reverse,23
61700,almost,23.6
61800,random,29.4
61800,reverse,22.4
61800,almost,23.4
61900,random,27.4
61900,reverse,22.2
61900,almost,23
62000,random,27.8
62000,reverse,23
62000,almost,24.4
62100,random,28.8
62100,reverse,22.4
62100,almost,23.4
62200,random,27.4
62200,reverse,22.6
62200,almost,24
62300,random,27.6
62300,reverse,22
62300,almost,23.2
62400,random,28.4
62400,reverse,22.2
62400,almost,23
62500,random,27.6
62500,reverse,22.8
62500,almost,23.8
62600,random,28.6
62600,reverse,23.2
62600,almost,23
62700,random,28.2
62700,reverse,23.6
62700,almost,24.4
62800,random,29
62800,reverse,23.2
62800,almost,23.4
62900,random,27.4
62900,reverse,22
62900,almost,23
63000,random,27.6
63000,reverse,23.2
63000,almost,25.4
63100,random,28.8
63100,reverse,23
63100,almost,25.4
63200,random,29
63200,reverse,23
63200,almost,23.8
63300,random,28.2
63300,reverse,23.2
63300,almost,23.4
63400,random,28
63400,reverse,22.6
63400,almost,23.2
63500,random,29
63500,reverse,22.8
63500,almost,23.2
63600,random,28.2
63600,reverse,23.2
63600,almost,24.2
63700,random,28.2
63700,reverse,22
63700,almost,23.6
63800,random,28.8
63800,reverse,23.4
63800,almost,23.8
63900,random,28.2
63900,reverse,22.8
63900,almost,23.2
64000,random,28.2
64000,reverse,23.4
64000,almost,24.2
64100,random,28.2
64100,reverse,23
64100,almost,23.6
64200,random,28
64200,reverse,22.6
64200,almost,24.6
64300,random,29.8
64300,reverse,23
64300,almost,23.4
64400,random,28.6
64400,reverse,23
64400,almost,23.6
64500,random,28.2
64500,reverse,23.8
64500,almost,24
64600,random,28.4
64600,reverse,23.2
64600,almost,23.6
64700,random,28
64700,reverse,23.2
64700,almost,23.8
64800,random,28
64800,reverse,23
64800,almost,24
64900,random,29.2
64900,reverse,23.2
64900,almost,23.8
65000,random,28.8
65000,reverse,23
65000,almost,24
65100,random,29
65100,reverse,23
65100,almost,23.8
65200,random,28.4
65200,reverse,23
65200,almost,24
65300,random,28.2
65300,reverse,23
65300,almost,24.2
65400,random,29
65400,reverse,23.4
65400,almost,24
65500,random,28.8
65500,reverse,23
65500,almost,24
65600,random,28.8
65600,reverse,23.2
65600,almost,24
65700,random,29
65700,reverse,23.2
65700,almost,24.2
65800,random,30.2
65800,reverse,23.6
65800,almost,24.6
65900,random,29.2
65900,reverse,24.4
65900,almost,24
66000,random,29.2
66000,reverse,23.8
66000,almost,24.4
66100,random,29.4
66100,reverse,23.6
66100,almost,24.8
66200,random,29.4
66200,reverse,24
66200,almost,25
66300,random,29.8
66300,reverse,24.4
66300,almost,25
66400,random,29.8
66400,reverse,24
66400,almost,24.8
66500,random,30
66500,reverse,24.2
66500,almost,25
66600,random,30
66600,reverse,24
66600,almost,25.2
66700,random,30
66700,reverse,24.6
66700,almost,25
66800,random,30.2
66800,reverse,24.4
66800,almost,25
66900,random,30.2
66900,reverse,25
66900,almost,25
67000,random,30
67000,reverse,24.4
67000,almost,25.2
67100,random,30.2
67100,reverse,24.6
67100,almost,25.4
67200,random,30.4
67200,reverse,25.4
67200,almost,25.2
67300,random,30.8
67300,reverse,25.4
67300,almost,25.4
67400,random,30.8
67400,reverse,25
67400,almost,25.8
67500,random,30.8
67500,reverse,25
67500,almost,26
67600,random,30.4
67600,reverse,25.2
67600,almost,26
67700,random,30.8
67700,reverse,25.2
67700,almost,26
67800,random,31.4
67800,reverse,25
67800,almost,26
67900,random,30.8
67900,reverse,25.2
67900,almost,25.6
68000,random,30.8
68000,reverse,25.6
68000,almost,26
68100,random,31
68100,reverse,25.2
68100,almost,26
68200,random,31
68200,reverse,26
68200,almost,26
68300,random,31.2
68300,reverse,25
68300,almost,27.2
68400,random,31.4
68400,reverse,25.2
68400,almost,26.4
68500,random,31.8
68500,reverse,25.4
68500,almost,26.2
68600,random,32.2
68600,reverse,25.6
68600,almost,26
68700,random,31
68700,reverse,26.2
68700,almost,27
68800,random,31.4
68800,reverse,26
68800,almost,26.4
68900,random,31.6
68900,reverse,26
68900,almost,26.6
69000,random,31.8
69000,reverse,26
69000,almost,26.2
69100,random,32
69100,reverse,26
69100,almost,26.6
69200,random,32
69200,reverse,26
69200,almost,26.8
69300,random,32.2
69300,reverse,26.2
69300,almost,27
69400,random,32
69400,reverse,26.2
69400,almost,27.2
69500,random,32.2
69500,reverse,26.2
69500,almost,27.4
69600,random,32.2
69600,reverse,26
69600,almost,27.8
69700,random,32.2
69700,reverse,26.4
69700,almost,27
69800,random,32.2
69800,reverse,26.4
69800,almost,27
69900,random,32
69900,reverse,27
69900,almost,27.2
70000,random,32.8
70000,reverse,26.4
70000,almost,27
70100,random,32.2
70100,reverse,26.4
70100,almost,27.2
70200,random,33.4
70200,reverse,26.4
70200,almost,27.2
70300,random,33
70300,reverse,26.4
70300,almost,27.2
70400,random,33
70400,reverse,27
70400,almost,27.8
70500,random,33
70500,reverse,26.8
70500,almost,27.4
70600,random,32.2
70600,reverse,26.8
70600,almost,27.2
70700,random,32.8
70700,reverse,26.8
70700,almost,27.6
70800,random,33
70800,reverse,27
70800,almost,29.6
70900,random,33.6
70900,reverse,27.2
70900,almost,27.8
71000,random,33.2
71000,reverse,27
71000,almost,28.8
71100,random,34.6
71100,reverse,27
71100,almost,27.8
71200,random,33.4
71200,reverse,27.4
71200,almost,28.2
71300,random,34
71300,reverse,28.2
71300,almost,28
71400,random,33
71400,reverse,27.4
71400,almost,27.8
71500,random,33
71500,reverse,27.6
71500,almost,28
71600,random,33.2
71600,reverse,27.4
71600,almost,28.2
71700,random,33.2
71700,reverse,29.8
71700,almost,29.4
71800,random,33
71800,reverse,27.2
71800,almost,28
71900,random,33.6
71900,reverse,27.8
71900,almost,28.4
72000,random,33.8
72000,reverse,27.8
72000,almost,28.2
72100,random,33.4
72100,reverse,28.6
72100,almost,28.8
72200,random,34.4
72200,reverse,29.4
72200,almost,29.6
72300,random,33.8
72300,reverse,29
72300,almost,28.6
72400,random,35
72400,reverse,28
72400,almost,29
72500,random,34
72500,reverse,27.6
72500,almost,29
72600,random,34.2
72600,reverse,28.8
72600,almost,28.4
72700,random,35.6
72700,reverse,30.6
72700,almost,31.6
72800,random,38.8
72800,reverse,31.2
72800,almost,28.8
72900,random,34.2
72900,reverse,28.6
72900,almost,29.6
73000,random,34.4
73000,reverse,28.4
73000,almost,29.6
73100,random,34.8
73100,reverse,28.4
73100,almost,31.2
73200,random,38.8
73200,reverse,29.4
73200,almost,29.2
73300,random,34.6
73300,reverse,28
73300,almost,29.2
73400,random,34.2
73400,reverse,31.4
73400,almost,30.4
73500,random,36.2
73500,reverse,29
73500,almost,29
73600,random,34.2
73600,reverse,28.6
73600,almost,29.4
73700,random,36.6
73700,reverse,30.8
73700,almost,30.6
73800,random,38.4
73800,reverse,34.4
73800,almost,39.2
73900,random,37.6
73900,reverse,31.4
73900,almost,31.8
74000,random,36.6
74000,reverse,28.6
74000,almost,29.8
74100,random,36
74100,reverse,29
74100,almost,30.2
74200,random,35.6
74200,reverse,29
74200,almost,30.6
74300,random,35.2
74300,reverse,28.6
74300,almost,29.4
74400,random,35.4
74400,reverse,29.8
74400,almost,31.2
74500,random,37.6
74500,reverse,30.4
74500,almost,32.4
74600,random,36.4
74600,reverse,29
74600,almost,30.2
74700,random,36.4
74700,reverse,29.2
74700,almost,30.8
74800,random,37
74800,reverse,29.2
74800,almost,30.4
74900,random,35.4
74900,reverse,29
74900,almost,30.2
75000,random,36
75000,reverse,29.4
75000,almost,30.2
75100,random,36.8
75100,reverse,29
75100,almost,30
75200,random,35.4
75200,reverse,29
75200,almost,30
75300,random,35.8
75300,reverse,29.4
75300,almost,30
75400,random,35.6
75400,reverse,29.4
75400,almost,30.4
75500,random,36.2
75500,reverse,32.2
75500,almost,30.8
75600,random,37.2
75600,reverse,30
75600,almost,30
75700,random,38.2
75700,reverse,29.4
75700,almost,30.2
75800,random,37.4
75800,reverse,30.4
75800,almost,30
75900,random,37
75900,reverse,29.6
75900,almost,30.6
76000,random,36.4
76000,reverse,29.4
76000,almost,30.4
76100,random,36.6
76100,reverse,32.6
76100,almost,33
76200,random,38.6
76200,reverse,30.4
76200,almost,30.2
76300,random,36.6
76300,reverse,30
76300,almost,30.8
76400,random,36.8
76400,reverse,30
76400,almost,30.4
76500,random,36.2
76500,reverse,30
76500,almost,31
76600,random,36.2
76600,reverse,29.8
76600,almost,30.6
76700,random,36.2
76700,reverse,33.2
76700,almost,33.2
76800,random,38.4
76800,reverse,30
76800,almost,31.2
76900,random,38
76900,reverse,31.2
76900,almost,31
77000,random,36.2
77000,reverse,30.2
77000,almost,31
77100,random,37.4
77100,reverse,30
77100,almost,31
77200,random,36.2
77200,reverse,30
77200,almost,31
77300,random,36.6
77300,reverse,31.6
77300,almost,32.2
77400,random,37
77400,reverse,30.4
77400,almost,32.2
77500,random,36.6
77500,reverse,30.2
77500,almost,31
77600,random,37
77600,reverse,30.2
77600,almost,31
77700,random,37.4
77700,reverse,30
77700,almost,31
77800,random,37
77800,reverse,30.2
77800,almost,31.2
77900,random,37.4
77900,reverse,33.2
77900,almost,34.2
78000,random,40
78000,reverse,31.8
78000,almost,31.6
78100,random,37.6
78100,reverse,31.6
78100,almost,31.4
78200,random,37.6
78200,reverse,31.4
78200,almost,32
78300,random,37
78300,reverse,31
78300,almost,31.2
78400,random,37.2
78400,reverse,31
78400,almost,31.6
78500,random,37
78500,reverse,30.4
78500,almost,31.6
78600,random,40.6
78600,reverse,33
78600,almost,36.6
78700,random,38
78700,reverse,30.6
78700,almost,32
78800,random,39
78800,reverse,31
78800,almost,32.4
78900,random,37.8
78900,reverse,31
78900,almost,31.6
79000,random,37.2
79000,reverse,31
79000,almost,31.6
79100,random,37
79100,reverse,31
79100,almost,31.6
79200,random,37.8
79200,reverse,31.2
79200,almost,32
79300,random,37.2
79300,reverse,31.8
79300,almost,32.4
79400,random,38.6
79400,reverse,31.2
79400,almost,32
79500,random,38
79500,reverse,31
79500,almost,32.2
79600,random,38
79600,reverse,32.2
79600,almost,32
79700,random,43
79700,reverse,31.4
79700,almost,32.6
79800,random,39.2
79800,reverse,32
79800,almost,32.6
79900,random,38.8
79900,reverse,32.2
79900,almost,34.2
80000,random,39
80000,reverse,31.2
80000,almost,32.4
80100,random,38
80100,reverse,31.4
80100,almost,32
80200,random,39.6
80200,reverse,31.8
80200,almost,33.6
80300,random,38.8
80300,reverse,31.8
80300,almost,32
80400,random,38.2
80400,reverse,31.8
80400,almost,32.4
80500,random,39.2
80500,reverse,32.6
80500,almost,32.8
80600,random,38.2
80600,reverse,31.8
80600,almost,33.4
80700,random,39.4
80700,reverse,32
80700,almost,35
80800,random,38
80800,reverse,31.4
80800,almost,35.2
80900,random,38.4
80900,reverse,31.8
80900,almost,32.4
81000,random,38.2
81000,reverse,32.2
81000,almost,34.6
81100,random,39.2
81100,reverse,32.2
81100,almost,32.8
81200,random,38.8
81200,reverse,32
81200,almost,33.8
81300,random,40.4
81300,reverse,33.4
81300,almost,32.8
81400,random,39
81400,reverse,31.8
81400,almost,33
81500,random,39
81500,reverse,32.8
81500,almost,35
81600,random,42.4
81600,reverse,34.6
81600,almost,33.6
81700,random,38.6
81700,reverse,32
81700,almost,33.8
81800,random,38.6
81800,reverse,32.2
81800,almost,33.4
81900,random,39.4
81900,reverse,32.6
81900,almost,33
82000,random,39
82000,reverse,32.8
82000,almost,33
82100,random,39
82100,reverse,32.8
82100,almost,33
82200,random,39
82200,reverse,33
82200,almost,34.6
82300,random,41.4
82300,reverse,33
82300,almost,33.6
82400,random,40.8
82400,reverse,34.4
82400,almost,33.4
82500,random,39.2
82500,reverse,32.4
82500,almost,33.6
82600,random,42.2
82600,reverse,32.4
82600,almost,33.2
82700,random,39.6
82700,reverse,32.2
82700,almost,33
82800,random,39.8
82800,reverse,32.8
82800,almost,33
82900,random,39
82900,reverse,32.4
82900,almost,33.2
83000,random,39.4
83000,reverse,32
83000,almost,33
83100,random,39
83100,reverse,32.4
83100,almost,33.8
83200,random,56.4
83200,reverse,53.8
83200,almost,55
83300,random,63.2
83300,reverse,53.8
83300,almost,55.4
83400,random,64
83400,reverse,54
83400,almost,55.2
83500,random,63.2
83500,reverse,54.2
83500,almost,55.2
83600,random,63.4
83600,reverse,54
83600,almost,55
83700,random,63.8
83700,reverse,54
83700,almost,55
83800,random,64.2
83800,reverse,55
83800,almost,55.8
83900,random,63.6
83900,reverse,54.6
83900,almost,55.8
84000,random,64.6
84000,reverse,54.4
84000,almost,56.4
84100,random,63.6
84100,reverse,54.8
84100,almost,55.2
84200,random,63.2
84200,reverse,54.2
84200,almost,55
84300,random,63.4
84300,reverse,54.8
84300,almost,55.6
84400,random,63.8
84400,reverse,54.4
84400,almost,55.8
84500,random,63.6
84500,reverse,54.8
84500,almost,55.4
84600,random,63.8
84600,reverse,55
84600,almost,55.8
84700,random,64.6
84700,reverse,54.8
84700,almost,55.8
84800,random,63.8
84800,reverse,55.2
84800,almost,55.4
84900,random,64
84900,reverse,55
84900,almost,55.6
85000,random,65.4
85000,reverse,55.6
85000,almost,56.8
85100,random,64.8
85100,reverse,55.4
85100,almost,55.8
85200,random,64.6
85200,reverse,55.2
85200,almost,55.8
85300,random,64.4
85300,reverse,55.6
85300,almost,55.8
85400,random,65
85400,reverse,55.4
85400,almost,55.8
85500,random,64.6
85500,reverse,55.2
85500,almost,56
85600,random,65
85600,reverse,55.2
85600,almost,56
85700,random,65
85700,reverse,55.4
85700,almost,56.4
85800,random,65
85800,reverse,55.8
85800,almost,56.4
85900,random,65.4
85900,reverse,56.2
85900,almost,56.4
86000,random,64.8
86000,reverse,56
86000,almost,57
86100,random,64.6
86100,reverse,55.8
86100,almost,57
86200,random,65.2
86200,reverse,56
86200,almost,56.6
86300,random,66.4
86300,reverse,56
86300,almost,57.2
86400,random,65.2
86400,reverse,56
86400,almost,57.2
86500,random,46.4
86500,reverse,34
86500,almost,34.8
86600,random,41
86600,reverse,33.8
86600,almost,34.8
86700,random,41
86700,reverse,34
86700,almost,35
86800,random,42.4
86800,reverse,33.6
86800,almost,35.2
86900,random,43.4
86900,reverse,35.4
86900,almost,36
87000,random,44.4
87000,reverse,33.8
87000,almost,37.6
87100,random,42.2
87100,reverse,34.6
87100,almost,36
87200,random,42
87200,reverse,34.4
87200,almost,36.2
87300,random,41.8
87300,reverse,35
87300,almost,36
87400,random,41.8
87400,reverse,34
87400,almost,35.2
87500,random,42.8
87500,reverse,34.6
87500,almost,36
87600,random,41.6
87600,reverse,34.4
87600,almost,35
87700,random,41.8
87700,reverse,34.4
87700,almost,35
87800,random,41.8
87800,reverse,35.6
87800,almost,35.2
87900,random,41.6
87900,reverse,34
87900,almost,35
88000,random,41.4
88000,reverse,34.6
88000,almost,36.4
88100,random,41.8
88100,reverse,34.2
88100,almost,35
88200,random,42.8
88200,reverse,34.6
88200,almost,35.4
88300,random,42.6
88300,reverse,34.4
88300,almost,36
88400,random,42
88400,reverse,34.4
88400,almost,35
88500,random,42
88500,reverse,34
88500,almost,35
88600,random,42
88600,reverse,34
88600,almost,35.2
88700,random,41.8
88700,reverse,34.2
88700,almost,35.2
88800,random,42
88800,reverse,34.4
88800,almost,36.8
88900,random,42
88900,reverse,34.8
88900,almost,35
89000,random,42
89000,reverse,34.6
89000,almost,35.2
89100,random,42.2
89100,reverse,35.6
89100,almost,36
89200,random,44.4
89200,reverse,35.8
89200,almost,36.2
89300,random,42.6
89300,reverse,35.4
89300,almost,36.2
89400,random,42.4
89400,reverse,35.2
89400,almost,36.2
89500,random,42
89500,reverse,34.6
89500,almost,36.6
89600,random,44
89600,reverse,35
89600,almost,35.8
89700,random,42
89700,reverse,34.8
89700,almost,36
89800,random,42.8
89800,reverse,35.2
89800,almost,37
89900,random,44.4
89900,reverse,39.2
89900,almost,38
90000,random,43.2
90000,reverse,35.2
90000,almost,36
90100,random,45.4
90100,reverse,35
90100,almost,36.2
90200,random,44.2
90200,reverse,35.4
90200,almost,36
90300,random,42.6
90300,reverse,35
90300,almost,36
90400,random,42.2
90400,reverse,36.8
90400,almost,37.2
90500,random,44.2
90500,reverse,36.6
90500,almost,37
90600,random,43
90600,reverse,40.6
90600,almost,36.6
90700,random,44.6
90700,reverse,37.2
90700,almost,36
90800,random,44.2
90800,reverse,35.2
90800,almost,36
90900,random,43.2
90900,reverse,35.6
90900,almost,36.2
91000,random,43
91000,reverse,35.4
91000,almost,37.2
91100,random,43.8
91100,reverse,36.4
91100,almost,36
91200,random,43
91200,reverse,35.6
91200,almost,36.8
91300,random,43.4
91300,reverse,36.2
91300,almost,36.8
91400,random,43.2
91400,reverse,35.6
91400,almost,36.6
91500,random,44.2
91500,reverse,35.8
91500,almost,36
91600,random,44.2
91600,reverse,35.8
91600,almost,37
91700,random,43
91700,reverse,35.2
91700,almost,36
91800,random,43
91800,reverse,36
91800,almost,37
91900,random,43.4
91900,reverse,35.2
91900,almost,37
92000,random,44
92000,reverse,36.2
92000,almost,38
92100,random,46.2
92100,reverse,37.8
92100,almost,38.4
92200,random,45.2
92200,reverse,36.6
92200,almost,39.4
92300,random,51
92300,reverse,37.4
92300,almost,38.8
92400,random,44.6
92400,reverse,36
92400,almost,38.2
92500,random,44
92500,reverse,35.8
92500,almost,39.6
92600,random,44.4
92600,reverse,38.2
92600,almost,39.8
92700,random,47.6
92700,reverse,37.2
92700,almost,37.2
92800,random,44
92800,reverse,36.4
92800,almost,37.4
92900,random,47.2
92900,reverse,37.4
92900,almost,40.6
93000,random,45.4
93000,reverse,36.8
93000,almost,37.6
93100,random,44.4
93100,reverse,36
93100,almost,36.8
93200,random,45.2
93200,reverse,38.2
93200,almost,38.8
93300,random,45.4
93300,reverse,38.6
93300,almost,38.6
93400,random,44.2
93400,reverse,36.4
93400,almost,37.2
93500,random,44.2
93500,reverse,36.2
93500,almost,37
93600,random,44.2
93600,reverse,36.4
93600,almost,37.2
93700,random,50.4
93700,reverse,37.2
93700,almost,39
93800,random,45.4
93800,reverse,39.8
93800,almost,37.4
93900,random,45.4
93900,reverse,36.4
93900,almost,37.6
94000,random,44
94000,reverse,36.8
94000,almost,37.4
94100,random,44
94100,reverse,37.6
94100,almost,37.2
94200,random,45.6
94200,reverse,36
94200,almost,37.6
94300,random,46.6
94300,reverse,37.4
94300,almost,38
94400,random,45.6
94400,reverse,36.6
94400,almost,37.4
94500,random,46.2
94500,reverse,37
94500,almost,38.4
94600,random,45.4
94600,reverse,37.4
94600,almost,39
94700,random,45.6
94700,reverse,42
94700,almost,44.2
94800,random,49
94800,reverse,41.2
94800,almost,40.2
94900,random,53.6
94900,reverse,43.4
94900,almost,40.6
95000,random,48.4
95000,reverse,38.8
95000,almost,38.4
95100,random,45.4
95100,reverse,37
95100,almost,39.4
95200,random,47.2
95200,reverse,38
95200,almost,38.2
95300,random,45
95300,reverse,41.8
95300,almost,38.2
95400,random,45
95400,reverse,37.2
95400,almost,38
95500,random,45.2
95500,reverse,37
95500,almost,38
95600,random,45
95600,reverse,37.4
95600,almost,40
95700,random,46.8
95700,reverse,37.4
95700,almost,38.2
95800,random,45.4
95800,reverse,37.4
95800,almost,39
95900,random,46
95900,reverse,37.4
95900,almost,38.2
96000,random,45.6
96000,reverse,37.2
96000,almost,39
96100,random,46.6
96100,reverse,37.4
96100,almost,38.8
96200,random,45.6
96200,reverse,37.4
96200,almost,38.8
96300,random,45.6
96300,reverse,37.8
96300,almost,38.6
96400,random,45.4
96400,reverse,37
96400,almost,38
96500,random,45.6
96500,reverse,37
96500,almost,38.2
96600,random,45.6
96600,reverse,37.4
96600,almost,38
96700,random,45.4
96700,reverse,42.6
96700,almost,38
96800,random,45.8
96800,reverse,38.4
96800,almost,40.2
96900,random,46.2
96900,reverse,37.4
96900,almost,38.2
97000,random,46.6
97000,reverse,39
97000,almost,39.2
97100,random,46
97100,reverse,37.2
97100,almost,38.2
97200,random,46.2
97200,reverse,37.8
97200,almost,38.2
97300,random,46.6
97300,reverse,37.8
97300,almost,38.4
97400,random,46.2
97400,reverse,38
97400,almost,39
97500,random,46.2
97500,reverse,37.8
97500,almost,39
97600,random,46.2
97600,reverse,38.4
97600,almost,39
97700,random,46.4
97700,reverse,37.6
97700,almost,38.8
97800,random,46.8
97800,reverse,38.2
97800,almost,42.8
97900,random,50
97900,reverse,40
97900,almost,41.4
98000,random,49.8
98000,reverse,40.8
98000,almost,41.2
98100,random,46.2
98100,reverse,45.8
98100,almost,46
98200,random,50.6
98200,reverse,40.4
98200,almost,42.2
98300,random,47.6
98300,reverse,39.8
98300,almost,45
98400,random,49.2
98400,reverse,39.4
98400,almost,39.4
98500,random,47.2
98500,reverse,40.4
98500,almost,41.8
98600,random,53.6
98600,reverse,42
98600,almost,46
98700,random,49
98700,reverse,38
98700,almost,39
98800,random,46.8
98800,reverse,38
98800,almost,39.8
98900,random,46.8
98900,reverse,38.4
98900,almost,40.2
99000,random,46.4
99000,reverse,38.2
99000,almost,39
99100,random,46.4
99100,reverse,39
99100,almost,39.6
99200,random,46.8
99200,reverse,38.6
99200,almost,40
99300,random,47
99300,reverse,38.2
99300,almost,39.2
99400,random,46.8
99400,reverse,39
99400,almost,40
99500,random,47.4
99500,reverse,38.6
99500,almost,39.4
99600,random,46.8
99600,reverse,38.2
99600,almost,44.2
99700,random,49.4
99700,reverse,38.2
99700,almost,39
99800,random,47
99800,reverse,40.4
99800,almost,39.2
99900,random,47
99900,reverse,38
99900,almost,39
100000,random,48
100000,reverse,38.6
100000,almost,39.8
